n0 (1/cm^2),t (s),noisy glucose (mol/m^3),noisy lactate (mol/m^3),noisy oxygen (mol/m^3)
250000000,28800,16.572475401016092,15.640290071578832,0.15972262083306193
250000000,57600,6.996177746786313,34.75999689463345,0.06105716461847145
250000000,86400,2.9157141000932025,42.90807042293217,0.022495869356061002
250000000,115200,1.5186071401789611,45.698331035048454,0.010635946219293108
250000000,144000,0.97554254163095,46.78304630889836,0.006394176480969536
250000000,172800,0.7284532976048951,47.27661666381689,0.004569777080190422
250000000,259200,0.4903635080380385,47.752239232103385,0.0028987445384578226
250000000,345600,0.44000193439616303,47.85284915626688,0.0025590751777596955
500000000,28800,13.592232125443168,21.59035498875225,0.12845771891597307
500000000,57600,5.118677810034775,38.50891554085465,0.042813482772898426
500000000,86400,2.1697911465072357,44.397759476695356,0.016025309130027397
500000000,115200,1.1819453064398646,46.370766872251814,0.007972455395112207
500000000,144000,0.7882526109837423,47.157162530669744,0.005003257912110583
500000000,172800,0.6044778984354506,47.524273146681814,0.0036868306583194227
500000000,259200,0.4228353244779816,47.887144254129495,0.0024447092566818075
500000000,345600,0.38351575330224896,47.96569686082221,0.0021851022806195462
1000000000,28800,10.28631408502124,28.190781822302593,0.09422997703503383
1000000000,57600,3.4559398266519965,41.82923085160522,0.02733151472736094
1000000000,86400,1.479858812689255,45.77572353474115,0.010323480358669077
1000000000,115200,0.8319820349164245,47.06981053302561,0.0053238085750580465
1000000000,144000,0.5698300675248984,47.59348813963818,0.0034448240635526943
1000000000,172800,0.445443751214002,47.8419775829714,0.0025952561980672182
1000000000,259200,0.3202335897825399,48.09212479843958,0.0017759340136757808
1000000000,345600,0.2927882533658614,48.146957513366225,0.0016020602935819946
2000000000,28800,6.92240593589975,34.90729737480783,0.0603277398219601
2000000000,57600,2.021927794370872,44.69307073555711,0.014778972896477312
2000000000,86400,0.8476329262594414,47.03854781781135,0.005441010990452615
2000000000,115200,0.4777637915345737,47.777410394816435,0.002813933656544447
2000000000,144000,0.32894805813875233,48.074714433864095,0.0018316504245106367
2000000000,172800,0.2580777783889098,48.21630614430975,0.0013851032623894974
2000000000,259200,0.1868753001063988,48.358567906307364,0.0009555195602070043
2000000000,345600,0.17129846647945687,48.38969124491968,0.0008645336359969397
4000000000,28800,3.852199297438808,41.03791747805067,0.030948218784634825
4000000000,57600,0.8982281575973958,46.937485441622044,0.005825270451321617
4000000000,86400,0.3407386179838626,48.05116009081934,0.0019119803619269925
4000000000,115200,0.1813328175852164,48.36964281792743,0.0009253592942595816
4000000000,144000,0.120302420394904,48.491587351035086,0.0005765754754735658
4000000000,172800,0.09238591761150867,48.5473700130271,0.00042554475111871364
4000000000,259200,0.06505234742321077,48.60199008979424,0.00028435392270349265
4000000000,345600,0.05918531756165338,48.613714391943205,0.0002550812001560049
