n0 (1/cm^2),t (s),noisy glucose (mol/m^3),noisy lactate (mol/m^3),noisy oxygen (mol/m^3)
250000000,28800,15.423088278030509,15.984203163700487,0.18816719433983406
250000000,57600,7.185103270653205,32.19585101697081,0.05680132776054558
250000000,86400,2.720873620056883,39.97448949113658,0.02527874237910338
250000000,115200,1.7486765014428958,52.7749910425252,0.009124270827846729
250000000,144000,1.028829924718792,45.388781985166666,0.006404142802433896
250000000,172800,0.5873846185649441,38.9056554521482,0.004657300003896277
250000000,259200,0.5297283745033222,44.04019526576658,0.0024256802333490215
250000000,345600,0.3841974390095443,42.37413884731771,0.0027610374893674693
500000000,28800,12.90240701874325,16.821609005092952,0.14753259776707534
500000000,57600,4.854965594686692,38.344830371973195,0.04891218733804929
500000000,86400,2.161361382767395,38.68032387949978,0.017220217649914278
500000000,115200,1.0299468318428193,46.56085530361697,0.00786417987216078
500000000,144000,0.9152165711323665,53.91423520290094,0.00424331378264847
500000000,172800,0.6269737726119814,46.58118095242983,0.002986967171316343
500000000,259200,0.4074792083399831,48.77060047713642,0.0017780372843844933
500000000,345600,0.4055440866013512,36.1496369027119,0.0020459787744249
1000000000,28800,10.402864984699134,28.837551787269813,0.09420785935245604
1000000000,57600,3.625451040491925,46.47311441183005,0.029090892049125287
1000000000,86400,1.5878263583692047,44.68132614473461,0.011900508578102315
1000000000,115200,0.8101231739910937,35.32945657521119,0.004541659424765501
1000000000,144000,0.6199277219877977,44.90894646447281,0.004419953678906513
1000000000,172800,0.430950753801379,54.60307637199465,0.002460869239029134
1000000000,259200,0.298300627593609,48.61531569577301,0.0021308132599889475
1000000000,345600,0.3211231896003384,45.40694361288442,0.0015162118971004735
2000000000,28800,7.436614430534435,33.1454167601741,0.06364937580828048
2000000000,57600,1.7475875922229478,45.573028850199634,0.017935440698247963
2000000000,86400,0.7916884391458656,53.62462848001996,0.005280880242477978
2000000000,115200,0.4712610394005441,51.27600744958618,0.002811964757070658
2000000000,144000,0.32633793437919445,52.404209768546465,0.00190095033722804
2000000000,172800,0.24748554789423932,43.555595551627036,0.0013044882330269256
2000000000,259200,0.2047060441647341,47.38536663073042,0.0009694797690316982
2000000000,345600,0.13426810006668607,39.879159257813875,0.0006802562324462546
4000000000,28800,4.109583620643057,40.11265005111384,0.034252525440438095
4000000000,57600,0.8810159567630227,43.17491623535007,0.005702253118689746
4000000000,86400,0.37075147883108833,50.88634893004608,0.001834865103561215
4000000000,115200,0.17035146294596296,48.152903219857386,0.0010894444734531976
4000000000,144000,0.1236975239833915,50.59285484119934,0.0005554256317643213
4000000000,172800,0.09280930109318865,48.49904623550321,0.0004514162456519833
4000000000,259200,0.05486006170476584,46.54392663453654,0.0002841741520331529
4000000000,345600,0.06416030073761024,45.272956813640505,0.00024653563339630425
